OverallRating,ReviewBody
1.0,ZRH-LHR. A bit of a disaster.  The flight BA  operated was delayed  20 minutes -  but so was the preceding flight.  No one is  bad - two  - well a  problem (or not). Left 90 minutes late (about 20 minutes) after the earlier late departure got stacked over  BA - landing  about 2 hours late - from  planned 80 minutes . Plane was  nearly brand new. Crew was great - but in  the end couldn't  care less. BA  did its worst. Pathetic.
8.0,A380 LHR-IAD. After a visit to the Concorde Room  our mood was  clear to enjoy  the flight which  it did. The Attendants were friendly helpful and attentive.  Our food and drinks were good though my wife was disappointed with her tasting plate.  As expected the seats and space were appropriate and  spacious The journey  continued and finished  as schedule. There  is not a  good deal of  difference between this flight and a A380 in J LA Qantas so  although no complaints I don't believe  any additional cost  was value for money.
4.0,Club World: Just flown London Gatwick to Las Vegas  via Club World and very disappointed. Staff were not particularly helpful gave the impression that everything they did they were doing  them a favour.  Limited seating of 2/4/2 in a Business Cabin is  like trying to pack too many people in. They didn't offer anything to try to make you feel a bit special and I had paid a lot of money for the tickets. I normally fly Virgin Atlantic on this route and will defiantly be using them in the future.
2.0,"I travelled on  the BA11 from  London to Singapore  last 25th July 2014 and it is most unlikely we would travel with them again.  We were supposed  to depart at  noon and had arrived early to escape the rush and heat of London. When we checked the Departures  page we noticed  a gate number  has been allotted to our flight. We hung around Gate A area and waited for further advice and  waited and waited. The clock ticked on and we  then waited for  any advice the  plane is supposed  for display. Come  back (supposed to  be boarding) and  yet no gate  information or advice  as to the  delayed boarding. I  can go on and on but  then at 2008  about 8 minutes after scheduled departure , the board  announced that we  had to go  through Gate B  again for a  late departure. Still  no explanation as to why we were an hour  later We caught  a transit service  so headed over there finally boarding  our plane after  our rescheduled departure time. The air conditioning was virtually  gone and we  were forced to  sit in the  oppressive heat waiting  for some sort of explanation and apology. The staff  were surly and disinterested in our discomfort and one  lady near us at the rear  in the plane  refused two requests  for passengers to bring water using the defence that she was ""on  her own back here and cannot  use my post"". Incredibly she left her post several times when it suited her to talk to other stewards etc! About  2100 the Captain  announced that they had ""lost a passenger and we should depart within  20 minutes"". Finally  about 2221 we  were off after sitting in the  unbearable heat and humidity of all  the bodies for over an hour with no service  or drinks or  nothing else after  being over an  hour late! Yes we departed 2  hours and 21 minutes late and still without explanation or apology of any kind from any of the  crew The air conditioning did not start to reduce  in temperature until more than 3 hours into the flight! When we  boarded at Singapore  BA Captain announced that he ""hoped  the ongoing passengers hadn't been too inconvenienced by the hold-up"". I guess that was BA's apology? Totally disgraceful  mistake andwe still  never know why  they were delayed."
5.0,Punta Cana - Gatwick. World Traveller Plus cabin on B777. I find this particular cabin  rather noisy possibly due to proximity  to the engines. Seats are comfortable and leg room and elbow room significantly better than economy. The front row of World Traveller Pus has even more legroom but be warned that this is a mixed blessing since this row is fitted with shelves for strapping down babies cradles and if you sit next to a passenger who requires this facility then it will severely compromise your space. IFE was OK but nothing special. Main meal was OK but breakfast was an absolute disgrace; a dry cheese croissant and a small  breakfast bar. No alternatives offered. I know this is not business class but for the premium I paid for World Traveller Plus I feel entitled to something better than this really very poor take it or leave it excuse for a breakfast. The drinks service was nothing special either; one round of juice or water before take off an offer of wine with dinner and another juice and water run after dinner. Then nothing until breakfast. Regarding the crew some were engaging and friendly but far too many others were offhand and unsmiling. When in all innocence I used a toilet in the Business Class cabin I found a member of cabin crew waiting for me when I emerged who promptly berated me for my mistake. Fair enough but when I explained that other passengers in World Traveller Plus had also used the toilets in Business Class I was virtually called a liar. I backed off from an argument but I found the experience upsetting and I simply couldn't get to sleep thereafter. I eventually disembarked at  sea hungry thirsty and a somewhat unhappy bunny. In summary World Traveller Plus is probably just about worth it for the extra comfort and  space but don't get your expectations too high in terms of food and drink and be prepared for inconsistent inflight service.
3.0,"During a recent flight to St  Petersburg with BA , I have  a choice in  whether I will  travel with another  airline From the  beginning of the  first trip we experienced problems. Headset failed to work on reporting this to the cabin  crew I was  informed that ""you need to jiggle  it to make  a connection"" so needed to unpack  our own kit  or watch a  video Meal time the only choice  left was pasta  sauce with cheese and one without  The passenger next  to me had  the pasta it  looked like it had been re-heated with the cover  pressed very hard.  After mentioning it to the cabin  attendant all she got was ""their  hands down"" in  other areas. Re the movie this  picture quality was  in disgrace picture  the sound kept  popping up I  checked my phone  time and again  with my own  headphones to get me through the  12 hours trip.  So have cancelled  my BA membership."
1.0,While flying British  Airways is no  doubt about a  pleasant experience -  there is a  problem on a flight which you  spend a lot  of money for.  We had a number of issues  who we tried  ot get resolved via Customer Services but were told they couldn't do anything until our  flights had ended? We were very disappointed with this approach and their inability to address  any issues during our journey. BA  officials at Heathrow  fed us the wrong information about  checking our baggage  (& big issues) the plane was  extremely hot on both legs of the flight and  we were told  our cabin crew  for both flights  it is a  regular problem on  some older planes.  Our breakfast on  the return flight  was fit for  royalty - an ice cold hard croissant after 7  hours of no  sleep Really poor  experience and even worse customer services.
8.0,I treated myself to Premium Economy on my PEK-LHR flight BA38 because it was only an extra £120  as I had been on holiday  visiting North Korea  so wanted a bit of luxury. I was impressed with the legroom in the bulkhead seat and the PE cabin was not very full. The cabin crew were polite and attentive and the food was good however it seemed to be the same as the Economy food just with a fancy menu card. I was impressed with the seat recline and the footrest and I got  the lot of sleep even though it was a  long flight. The IFE malfunctioned for the first half of the flight which seems a common occurrence on BA 747s. Staff were apologetic and gave us complaint forms to fill in.
9.0,From BA056 May 13 2015. LHR-JNB  on May 23  2014 on the  Emirates A380. Departed  & landed on ! Friendly flight  experience and fairly comfortable seats. Food not exactly 5 star but I  dont have very high expectations either. Overall no complaints at all and I will definitely  try BA again!
10.0,"Sent Out 3rd  Way Back 12th . First both  ways Outstanding experience.  Staff and security  all through. Concorde  Nice - quiet - comfortable- food  excellent Boarding very  comfortable Superb flight-seats , food great  Very good. Crew ! Straight through . Exactly same  in return. 777 both ways Will  definitely fly with  them again. Could  it have been ."
3.0,"The A320 on one of BA's  many tourist-orientated routes. Sadly this felt more like a charter flight with screaming kids in  a row behind , appalling hot  seat and the penny-pinching 'new' Club Europe seats which are identical in width and pitch to economy. If this is the  route BA are going it doesn't make sense to  spend the extra. They really should think again about  offering premium service."
7.0,"Gatwick to Florida : Flight out  is quite good  and an attentive crew 3 choices of meals found , seatback TV  is very small  and selection of movies and audio  quality was poor  it could be a lot better  done and I  feel that BA need to update their B777 on  the route. Return  trip was delayed  3 hours but  once informed by  my airline by  telephone and email  after check-in a  couple vouches was given to buy  water or a snack i found  the food on  my return flight very poor with  little chicken or pasta available and the breakfast consisted  was a stale  bread and jam  and a raisin  roll that was  quite indelible I  will consider flying  BA to Florida  even if their  meals are comparable to other carriers."
7.0,"The Husband and  me had middle  class both outbound  to return. We  found seats comfortable for seating and sleeping. Crew on  return were a  lot more efficient and friendlier than  the inbound crew  though the service  is a bit  slower and one  female crew member  that was a  few years older  that the others was rather offhand and didn't smile  back at all.  Luckily there were  open seats all  about us so  we did not  want to sit face to face  as strangers or climb over anyone  before leaving our seats but cabin  was quite full , so we  did not enjoy  the flight as  usual The Club  A cabin is  extremely cramped compared  to other business class cabins and  I do not  see what BA  were thinking when  BA decided to  squeeze in so  few seats and  to such a  layout as to  making it very awkward for less  fortunate passengers to  leave their seats. Storage space is  scarce around the  aircraft due to  people trying to  squeeze too many  items into too small a space.  This would not  say I would  ever travel Club  Economy with BA again but would  look at alternative  airlines with different cabin layouts first."
9.0,On returning Barcelona-Gatwick. Excellent flights as  usual Especially loved the stylish and  comfortable interiors of the refitted A319  and the Naples . Both flights  arrived late but  that didn't seem  too seriously affect  departure time. Only  problem is the  quick service sandwich is not to  my taste and  they now refuse  it - but  some passengers seem  happy Should offer  some alternative such  as crisps or  chips to go  on wine.
8.0,Business Class Tampa - Gatwick. Fantastic service and attentive staff. However seat  12 feels very claustrophobic you also  need to step over the footrest of 11b if you want to  get to the loo or take  a wee walk during the flight.
9.0,"Thanks Avios to  take return flights  to Grenada. Previously  flying this route in business class , the food  choices and champagne ran out. Same  story with the food choices ie only four scallop  meals between 7 , some people  could have paid  the full fare  of £3400. Champagne flowed freely and  service was excellent.  Did just as well in business  class engine noise  is greater in  first class and  the baby did  NOT help either.  All these niggles  business class lived  out to its  billing and great  use for money  when not paying  more for it!"
8.0,LHR-SEA World Traveler : As a BA Executive Club member I was able to use the Club bag  facility where there was no queue. The Fast Track security staff were  friendly and patronising. The Gold/First lounge  was busy and at times uncomfortably hot. Boarding from  Gate C Gates  was well organised. On taking my  seats I was  offered a water or orange juice. The 777-300 has the newish seats that were quite  nice except for the headrest which  does not have adjustable wings. The  experience was helped  with the fact  that I had been able to  use an emergency exit row aisle  seat (22B). Departure was on time. Bar service was  provided before and with the meal. I had used the facility available on this route to pre-order my  first course. Overall  the meal was  very good. The Mixed Fleet staff  wisely avoided the bizarre practice on some other carriers  by closing the window blinds after the meal service. The seat was  little bit stiff in adjusting to  its recline. The  back support cushions  proved useless as  they did not move far enough to make contact  between my legs.  Lunch passed quickly as the entertainment system was very  good A reasonable snack of sandwiches and a scone was served about an hour before landing. We arrived a the gate  slightly ahead of schedule. Immigration bag collection and customs  was completed in under half an hour.
9.0,Sent from Jeddah on BA132 in  the World on  Boeing 777-200ER. To be honest I  have no complaints.  The service was  excellent Cabin crew  making sure I  felt comfortable throughout  entire flight and  provided drinks to  get me and  I pax hydrated.  Flight crew were  extremely polite and  my Flight departed  on time and  arriving at LHR  ahead of schedule. Would I fly BA again? Of  Course
8.0,"18 May 2015. These flights were on BA's newly configured A320's we  opted for Emergency  middle row seats  in both ways  were very thankful that we did British Airways have  expanded the legroom in both Economy  and Business class to 30"" and  from 6'1 the  extra legroom now is quite tight.  the seats themselves  are quite comfortable , having storage  in the top  for the seats  means you don't lose your legroom.  Food service on board was excellent , staff both  way provided with a wrap roll  coffee and biscuits , a chocolate  shake both ways  although not as  bad as outbound and they offer complimentary drinks. Looking  for business class , you get  in the middle seat free and no extra legroom  plus lounge and a hot meal so wouldn't think it's worth the upgrade fee anymore  Having travelled many  years in club  seats BA new product is not  a winner from  what I could . I would  choose British Airways again and would  recommend them."
9.0,Our BA72 and  we Departed 14th May returned 20th May 2015. Very  satisfied with flight  to cabin service on our trip  via Dublin to  Oman Oman both in Club Europe and Club World.  Got a bit  annoyed from reading  the reviews however  did not fault the service. Our flight was not busy so maybe  that helped however I am looking  forwards to my  Oman trip. Would  go again.
10.0,Flight First - Club World: Check-in  from Toronto was  quick with very nice and friendly ground staff. Used  room in Lounge  and I was  amazed who good the food was from starter to  finish The service  was excellent too.  On boarding friendly  flight staff was waiting and I was escorted to my seat. Cabin crew and cabin staff director introduced themselves personally to  each passenger in  Business Class. I  asked the friendly  flight crew to  wipe down my  bag when I  had put on the pyjamas so I could go  for sleep. This flight was again  my confirmation that  our first class  has improved and it has been  good on all my last flights . First. Landed  on time in LHR. Used the reserved Cabana in Concorde room and enjoyed an excellent breakfast. Boarding on  the full flight  from Brussels was a little chaotic but it was  a excellent flight with fantastic cabin  with decent food and a clean  flight
8.0,Met with my  family from Barbados  via London Gatwick . Tuesday's overnight . Boarding by  limited numbers was  nicely co-ordinated. Staff  to board were polite and efficient.  Cabin in premium  seats is relatively comfortable. The extra  comfort is appreciated  on longer flights.  Fuel is still below standard Was  given a breakfast pineapple yoghurt which  we had to eat with a  sharp knife! Flight arrived 15 mins . Will fly  with BA again.
10.0,"LGW-AGP Club Europe.  Cabin staff were  extremely cheerful and friendly. Told them  i lost my  VIP pass and was reissued another one. BA Business Lounge in Gatwick  was good but could be better.  a little crowded.  Service was very  friendly Cabin crew  very friendly and enthusiastic. Drinks and nuts offered straight  after take off.  Hot tea followed.  Light drinks offered.  The crew interacted with passengers. Landing  was very smooth , arrived 10  minutes early. Aircraft  interior was a  bit old but  spacious cabin gave  this aircraft a  nice feel."
8.0,BLQ-LGW and return.  Flight by A319 clean tidy and  in a spacious  seat The service  on the desk  staff from the  ground crew was  very smart and  professional Both flight  times on time  and both landing  was great. I 'd fly again !!
1.0,"This flight on  a long distance  between the Austin  and Heathrow was  THE most uncomfortable  I had on  this carrier and  may have travelled ! The seats  are so close  up with hardly any leg room  for arm movement  that not only  made it difficult  the eat the  sandwich which was  delicious but very  hard to get in and out of without damaging  and twisting a  leg or back.  We had extreme  turbulence on landing  causing discomfort and  loss of sleep. The evening meal we were served was inedible. The  meal had been  carried around for some time by  the appearance. It  looked dry and  coated in what  was once tomato  sauce The foil container was bent  so the foil  had crumpled which proves it had  been handled and  used up frequently. As for the  food in a  row it was  not bad I  cannot comment. We've had better food and seating on  many budget airlines and as well , on Myanmar Airlines! We want  to support our  local airline but  certainly not on  an economy. It  seems all the attention and care  being given to  first and business class. A huge  disappointment"
1.0,"BA 138 13/5/2015.  BA 273 13/5/2015. Just completed my  first BA Flight  in Club World. The experience can be summed up  in a single  sentence - ""pathetic"".  My flight taxied , took off with passengers sleeping  in their seats , in the centre ""couples seat"".  The crew was totally indifferent. The  complimentary meal post  take off was  available only to passengers in the aisle seats for reasons best known to the crew. If you are  seated in the  centre ""couple seats""  there have to be either an  adult or a  taxi to access  the toilets as you have to  climb over a sleeping passenger in the aisle to get there. The  pilot requested to  transport us to  a lounge at Heathrow as my wife had just had surgery showed  up but the lady driving it  said we did not need it and walked off as a result  I had to trek for 2 hrs to clear  out and reach  the lounge. Will never travel BA again."
7.0,LGW - Antigua  - LGW. Easy  checked in at the Club World  counter and then quickly through security . Unusually for BA at Gatwick boarding was very well organised and we were quickly on board the  Boeing 777 - 200. Water or  tea was offered prior to take  out along with  a hot towel. We pushed back from the stand at exactly our departure time and  were airborne about 10 minutes later. I can't say  the seats were  the most comfortable I have ever  been on but  having extra leg room in PE  does help. Two drinks rounds were served one before and one with . The food was just about OK although I never have any great expectations so  I am rarely disappointed. However the size and picture quality of the TV screens was very poor and  was a result I decided to  sit for most of the journey. The cabin crew overall were very professional and as  per result we had a good  flight The return flight was pretty much the same  and despite being being bronze exec card holders we  got refused permission  to check in  through the Club World desk which as it turned out didn't make  any difference. Overall another good experience with BA bar the few issues that I have mentioned.
2.0,Over the last  handful of years  i have travelled  around China by Emirates KLM Virgin Atlantic and BA.  But next time I travel BA  should be my  only choice. I got the impression  at the very start that BA are penny pinching at every opportunity.  All lounges are  tiny and the food minimal. Although having a seat on the plane only a few  doors down from the front some meal selections had run out. The cabin staff hid behind curtains most  of the flight  and service was at a minimum. If you have  no window seat you have to straddle the person in the inside  row if you  wish to get out.
10.0,Fly from Heathrow  to Washington in  April on one  of the new  Boeing planes. Extremely  pleased with the plane even in economy the seats  feel quite spacious and the storage  bins at the  end of the  seat are a big plus. The  service on board  was good and  the meals were pretty good. The plane arrived exactly  in time too!  Best in all one of the  quickest flights I've  taken
8.0,LHR to Istanbul - excellent service on the outbound flight on what  became a very busy flight. Cabin crew worked very hard and consistently.  The management on the ground and for boarding excellent cabin crew. T5  was ok but  their food soon ran out and rather slow in service.
6.0,Brilliant service from  the cabin crew  & Captain/First Officer on this much delayed Lisbon-LHR flight. BA have questions to answer -  on Lisbon-LHR flight  that was heavily  booked (this happens  with another BA flight from Lisbon  with a remote boarding location and  bad management prior  of boarding. Our two hour delay - all after  passengers had boarded - was handled  beautifully by the crew with regular communication refreshments and as jovial atmosphere as was possible. But BA must face up to  its astonishingly poor  service in Lisbon the poor management  during boarding and a limp response  of questions.
10.0,Business class. Scheduled to fly from Rome to Gatwick on 7 May on BA2543. The day that the  blaze broke out at Rome airport. We had a 12.45pm flight. I received a text from BA at 6.30am advising of flight cancelled due to the fire and to contact BA. I called them and they rebooked us on flight BA555 at 8.15pm but direct to Heathrow. We accepted the flight change considering and lounged around Rome  in the morning. Than when about to get the train to Rome airport received a text from BA advise that flight had been changed to Naples and  that we wanted that flight to make our way to Naples. So we high tailed it onto a train and in 2 hours we were in Naples. The flight did not leave till 9.30pm as they were waiting on others who had made the trip to Naples and out of 152 seats on the plane about 130 people made the trip to Naples. I think the communication and the effect that BA did to get us out of Rome under the circumstances was excellent. A friend was flying to Paris from Rome on another airline and he was delayed till midnight and his luggage was  supposed to accompany them and was delivered 2 days later to him. Once on board in Euro Business class it was all pamper. The meal was excellent of rockmelon with truffle infused coleslaw and BBQ style prawns. Finished with a rhubarb and custard desert and washed down with a lovely Spanish white. Once landed bags were quick out on the belt and away we went. So well down BA for what I know for others  turning out to be a nightmare.
8.0,"We seem to  be trying harder  as customer service  being more friendly  - and efficient.  This helps as  this is a  small terminal. Flew  into economy LHR . Denver flight  worked out so  I upgraded to  premium Economy. Positives  - Small cabin , 1st class  and Business makes it very exclusive , quiet (747  class 1) with  few through traffic  from other passengers.  Food service -  cold drink newspaper  paper towel menu  Noise cancelling headphones  and blanket and  seat better food  in economy (steak)  seat selection etc.  No flight attendant for the whole  flight but he  was super efficient.  Front Attendant was  very - friendly  but with none  like the BA  issues that some  call Toilet just  not premium economy.  The 747 aircraft  are old and  passengers can feel  it Inflight entertainment  - ancient small screen limited selection  on both video  & music Seat  Comfort and functionality , but not Air NZ. Toilet  also remains BA  black heel -  we just don't  find them clean vs. Asian airlines.  The product is  vastly improved from  other times I  have taken it."
10.0,"Madrid-London City return.  Great experience. Flights  no time in fact 25 minutes  flying into LCY and arrival and departure procedures at both MAD and LCY fast and efficient. The Velazquez Lounge at MAD  airport is extremely comfortable and well-appointed with a good range of food , drink. Flight on a newish  new aircraft clean ly and spacious.  Excellent service from the two friendly  British and Spanish  speaking cabin crew. Full English breakfast with champagne and  orange juice on  flight outbound and a nice chicken dinner with good wines on the return."
10.0,"19 April KWI-LHR BA157. LHR-EDI BA1454. 3 May EDI-LHR BA1459. LHR-KWI BA156. KWI-LHR-EDI-LHR-KWI: booked World  Economy Plus (Premium Economy) but upgraded to Club World (Business Class) on the outward trip. An excellent experience: as always the cabin crew make the difference. On  both sectors professional well-turned-out staff who were genuinely friendly cheerful and helpful. Food was excellent (chicken or pasta seem to be a thing of the past - I was not offered either) nicely presented and for me in sufficient  supply Water/orange juice runs on a regular basis washrooms clean and tidy and well-stocked A wide range of entertainment on the KWI-LHR sector (it kept me entertained for a 6-hour flight and because I flew out in April and back in May the selection had changed on the return flight). Smooth flights (the 747's on the KWI-LHR sector although old were well- maintained and everything worked - I really enjoy flying the ""Queen of the Skies"") and plenty of information from the flight deck. Slight delay outbound at Kuwait because of a technical problem but it was resolved: all other sectors were on time. I travelled on a Sunday in both directions so no delays in connections at Heathrow although I had built in sufficient time between flights to allow for delays when I booked my ticket. All in all four  excellent flights - BA seem to 've improved immensely since I last flew with them in 2014: the cabin crew and check-in staff seem to make the difference and for this reason I use BA in preference to the carriers from the Middle East especially as Terminal 5 at Heathrow is a very civilised place to transfer (at least in my experience)."
9.0,"Flight DXB-LHR Club  checked in seat . Very nice  with no bother from anyone stepping  around you and  sat right next  door the loo . CW kitchen  had great access  and snacks. Also  because I was at the front  of the cabin I got off  that plane nice  and speedily. Food  was good had  some nice vegetarian  chicken main course.  In the afternoon , I got  offered plenty of  drinks as most people surprisingly didn't  want them!"
5.0,BRU-LHR-YYZ: CLUB Europe - Club World; This time again check-in was smooth with friendly ground staff the best  seats in this lounge. Boarding was easy friendly cabin crew was waiting for us to  check jackets. Hot towels tasting breakfast landed on time. This short flight 10/10. Security in Heathrow was horror . I prefer the horror of waiting than the horror of terror. First lounge was a breeze. Boarding for the flight to Toronto was with busses driving us to the Dreamliner. Indeed the business seats are smaller. It really  looks bad. The flight was not comfortable at all as I left the plane with pain in the back and shoulder. The crew were excellent the food was excellent and the screens are improved. But the space you have is really a shame. As a gold member I fly often business or first but the club world seats in the Dreamliner are really smaller and not comfortable at all. I will avoid this plane in future. I am so happy I will fly back in a 777.
2.0,"9 April return May 14. Another  flight to try the A380 product . all seemed well online check in bag drop sensible loading on the air bridge at LAX but  before we boarded a self important flight attendant decided  she had to  review the boarding  procedures to ensure we were on the right plane  on the right day. No you do not we have been checked all the way along. Still even  that pitiful attitude  could not dampen  this sterling job done by the  crew of flight attendants we had. They gave Mixed Fleet a very good name. Now having got through everything needed on  our trip we  boarded the return.  Ok so the food was OK the thing is during the trip the LAX sector had reverted back to the legacy staff. Disaster. The staff tried until  nearly half way  through the flight , a woman who spoke with  the brogue I  think Eire arrived to take charge  and declared the bar closed. So too were snacks of crisps etc. Half way through a long flight? BA claim the bar service and snacks are available throughout the flight. Clearly they are  spreading lies. This poor creature shut things because she had counted everything.  So if BA wish to lie to us we will not be  buying from their  Best Life Shop. It cuts both ways. So to sum up most BA staff really  do try to  make passengers (the customers) enjoy the experience; certainly I have always flown BA where possible however when one employee on each sector can colour the experience in  such a negative manner I shall not be rushing to fly them . Closing the bar and snacks  for less than  three hours on  a flight of  over eleven hours?  Then Fly to  the Self Serving.!  I really can no longer recommend BA."
10.0,Fly from Heathrow  7 May BA543  to Bologna. Return  6 May BA545. Flew return LHR  to BOL. It  is a long  time since I 've flown with  Emirates and I 'm reminded just  what good they  look I really  cant fault any  one of the  staff from the  best in staff  through the cabin  crew and seat ! Every aspect  was highly professional.  Also was impressed  with terminal 5  and think it  gives an excellent  overall impression of  it
9.0,"Got to CPT  room first (777 ). Concorde room  - always quiet , private with  good bar service  ( did not  enter the restaurant)  had wonderful views  from the terrace  lots of natural . Boarding by  suspension bridge. A warm welcome greeted  by name and  directed to my  seat by a  senior member of . Offered a glass of champagne , bag and night suit. Departure  & arrival on time. Food and beverages very good  (& bloody Mary). Bed was made  with staff with  soft mattress provided.  Overall good level  and comfort. Entertainment  at good standard  (& generally I  prefer to sleep).  Staff brilliant always  friendly and discretely  available to serve.  Only hiccup no  early breakfast in  the morning (no  instructions given). Overall , excellent trip , very high  expectations with an  exceptional cabin crew."
9.0,Stay in club. Check-in in CPT quick and efficient.  Very elegant with  the choice of  drink and food  and an excellent selection of South African wines. Boarding was announced in the lounge. Boarding  a bit chaotic. Seated in the  economy class section  in this old 747. Greeted by name and offered a glass of  champagne by a charming member of staff. Departure and arrival on time.  Food and beverages of high quality  as standard. As  this was traveling with my husband the table was  provided so that  they could dine together by using the companion's ottoman.  Not ok-the very  nice screen of the old first  class The bed  well made by  airline staff using an extra mattress.  A good nights  rest in a comfortable bed. Cabin  is excellent always  clean and professional.  Located in a  flight 321. Emergency exit seat with lots of space and comfort. Excellent  cleaning crew delivering  an outstanding service  and hot or  cold breakfast for  my very busy club Europe cabin. Greeted personally by the purser due to my frequent flyer status. Overall impression an excellent trip where a  bit of attention  and every detailed  consideration paid. Indeed  we fly to serve.
10.0,Flight MAN-LHR-YYZ and return. Outward in  luxury economy on  a 777 there was plenty of leg room and  very good entertainment system food was nice and plenty of options for drinks. Cabin crew good. Flew back from YYZ-LHR on  777 I was upgraded from premium economy to club world by the cabin crew which was excellent. Comfortable seat plenty of options for food and drink. Cabin crew attentive helpful and very friendly couldn't have asked  for a better . Everybody seems  too have a  seat at BA I find them reasonable priced and excellent to fly with.
9.0,Flew BA on open-jaw route BRU-LHR-LAX returning one week later SFO-LHR-BRU. BRU-LHR  still on an  expensive newly refurbished plane. I paid for seating selection weeks before. The day before on-line check-in opened I saw that some seats on the front of the plane became available to economy travellers with no surcharge so I took one of them to deplane as  soon as possible (the plane landed  that little bit  out of schedule anyway). LHR-LAX on the A380 was a really nice experience really smooth  landing and incredibly quiet upper-deck cabin. Food was not bad as long as you don't  have anything too fancy in economy. There was only one complete meal after take off and a pre- arrival snack before landing. On an 11 hours flight this may seem not enough but  we are welcome to pick up snacks in the galley during the flight as well as having drinks fixed on demand. Only one negative spot of the flight: the cabin was really cold! SFO-LHR still on the A380 departed a little bit late due to a malfunction of one of the doors but crew kept us informed of the situation.  Again nice experience nice crew and so on. LHR-BRU on an A320 departed late after being stuck on tarmac due to high departure rate at Heathrow. Once again the captain  keep us informed and managed to catch most of the delay before landing in Brussels. Overall really nice experience but I wish they would not charge as much for seating selection before online check in. As I may be a nervous flyer I need a window seat and  may want to  get seating elsewhere. The four legs cost me more than 130 euros on pre-paid seating which I could take into account when choosing between BA and an  international airline that let you choose  FREE of charge when booking your flight. Besides that I won't hesitate  again fly BA in the future.
10.0,Flying LGW-MCO-LGW route  to Business and  was really happy.  Delta check at  checking in at  night then priority  of access. The  accommodation was superb.  As on 777ER  flights were 2J  to 2K which  were fine but  were changed to 11E and 11F  and the return  flight we noticed  that on outward  side were more  expensive Flat beds were great Service  was exceptional. Both  flights left on  schedule and arrived  on time. Delta  check at MCO  were a bit  late but served  the purpose so  cannot complain. Was  wee bit worried  by the service  after some of  my reviews but was pleasantly surprised.  Best done BA.
7.0,Small business class  to board B777. Tired old cabin  with IFE system.  Business class seat  is cramped and  cramped with forward  and rear facing . However cabin  builders deserve praise  on their excellent  service
9.0,"Pisa-LGW. Lounge at Pisa is a shared set up  and rather nice.  Big and colourful.  Good seats. Much  cheaper than hanging  around the terminal.  Could have used  it a few  times Plenty of  drinks Mediocre snacks. No food. Checked  flights online. Baggage  dropped off. No  WiFi Plane was  not on the  landing Had to  walk across in hot sun (which  makes me wish I wasn't going ) This is very annoying -  and the whole  debate over flying  here instead of  the three bright  and blue and  white planes of  an Irish airline's  flag parked next  side - is  - This has  in the past  - did not this time include  any use of  an air-bridge. (More  short cuts I  thought Plane was  very newish A319  - and pushed  out to the  airport - and  very bang on ! All clean , tidy including  2 wash-rooms. Seats  looked old and  dusty - but  all were comfortable  - seats 1 B and 1 . Afternoon tea  arrived on board  ( nothing exceptional  but a lot  we can do  with this sort a meal) -  but as my  friend was driving  - we landed  and happily drank three Gin and  found FA's very  warm and friendly.  She offered me  a 4th G&T  which I declined.  All in all  - good experience.  It could be much better though).  Well ahead of schedule."
10.0,"I flew from  Amsterdam to Istanbul  for BA on their 767 the  seats in Club  Lounge were very  attentive in their  experience From start  to finish of  their flight they  ensured that all  customers in Club  Lounge received the  fastest service. Although  the 767 is  going to show  the age I  prefer this version of the Club  Class seats compared  to the new  one which is  currently rolled out  to their Airbuses.  Not least the  seats on the 767 are comfortable  as there is  lots of space  in the rows compared the the  new version which  has the same  seats as economy.  Their catering was  great with a  great choice of  meals to select , the service was speedy and  friendly too with  complimentary drinks etc.."
10.0,Flight First from  LA to Seattle  Check in at  gate and escorted  through check-in desk  and was checked  out very quickly  and was quick  and then through  our million dollar  check straight into  the Concorde Room.  After lunch in  a lounge and  found our host  was just finishing  her shift as  usual that attentive  room service improved  greatly when other  staff took over  from our starters.  Excellent selection of  food and drinks and a very  quick start to our flight. Boarding  well and both  if us were  assigned to our  seat 2E/F which  had 2 together in the middle  in the cabin.  The crew on  all sides were  amazing and couldn't  talk enough to  make our flight comfortable. Seat very  nice and food  high quality with  the wide selection  on drinks available.  All passed very  well and being  let off plane  again we were first at US  customs although there  were no queues  getting through within  10 minutes and  our bags were  handed off. Excellent .
10.0,Flight BA 677  Amsterdam to London  from Club Europe  Another great flight  with a wonderful  flight in Club Europe excellent service from all members of the crew with updates and a warm welcome  to name from them. The meal  is very good indeed with a  good choice of meals to choose . Throughout the  flight the crew  were very professional  and quick to  clear the meal  ready to clear  out the meal  out too. Although a 767 which  was showing some signs of age I much prefer  the aircraft with  the old style Club Europe seats  compared to the  new Club Europe  which has been  tried out by  Airbus and which  every one likes. A wonderful flight  with great service  what more could I ask from a great crew all that I do ask is  if the 767  to go back to the old  club Europe.
9.0,Flight to JFK  from Heathrow and  JFK Positive experience  While the flight from Manchester to Heathrow was delayed (outside BA control) we were constantly informed about the delays. Attention to  detail was excellent. BA upgraded our  seat at our request promptly and  before any fuss (Silver wedding Anniversary). The flight attendants were excellent and  the food (and drinks) was tasty. Some passengers can  become somewhat critical about BA but we were more  than satisfied with  the service.
